mu,pm,rr,rep,bin,r2,kind,n_trees_sim,n_trees_inf
1e-10,0.3,3e-11,0,6,0.8032987963143536,inferred,14,3
1e-10,0.3,3e-11,0,7,0.6596509577599395,inferred,14,3
1e-10,0.3,3e-11,0,8,0.6596509577599395,inferred,14,3
1e-10,0.3,3e-11,0,9,0.6596509577599395,inferred,14,3
1e-10,0.3,3e-11,0,10,0.6596509577599395,inferred,14,3
1e-10,0.3,3e-11,0,11,0.6301280955468529,inferred,14,3
1e-10,0.3,3e-11,0,12,0.6301280955468529,inferred,14,3
1e-10,0.3,3e-11,0,13,0.6301280955468529,inferred,14,3
1e-10,0.3,3e-11,0,14,0.6368031865652135,inferred,14,3
1e-10,0.3,3e-11,0,15,0.6368031865652135,inferred,14,3
1e-10,0.3,3e-11,0,16,0.6368031865652135,inferred,14,3
1e-10,0.3,3e-11,0,17,0.6912228996527242,inferred,14,3
1e-10,0.3,3e-11,0,18,0.6912228996527242,inferred,14,3
1e-10,0.3,3e-11,0,19,0.5671344608663363,inferred,14,3
1e-10,0.3,3e-11,0,20,0.5671344608663363,inferred,14,3
1e-10,0.3,3e-11,0,21,0.5460050981390581,inferred,14,3
1e-10,0.3,3e-11,0,22,0.5460050981390581,inferred,14,3
1e-10,0.3,3e-11,0,23,0.5460050981390581,inferred,14,3
1e-10,0.3,3e-11,0,24,0.5460050981390581,inferred,14,3
1e-10,0.3,3e-11,0,25,0.5460050981390581,inferred,14,3
1e-10,0.3,3e-11,0,26,0.5460050981390581,inferred,14,3
1e-10,0.3,3e-11,0,27,0.5460050981390581,inferred,14,3
1e-10,0.3,3e-11,0,28,0.5961447071713313,inferred,14,3
1e-10,0.3,3e-11,0,29,0.6844501068217718,inferred,14,3
1e-09,0.01,1.0000000000000001e-11,0,1,0.9159746334109912,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,2,0.9159746334109912,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,3,0.9133151540884326,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,4,0.9244225198859718,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,5,0.9252713424577058,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,6,0.928160098200783,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,7,0.9780615859471243,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,8,0.9781284877905928,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,9,0.9781284877905928,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,10,0.9781284877905928,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,11,0.9781284877905928,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,12,0.9802786154981131,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,13,0.9802786154981131,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,14,0.9802786154981131,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,15,0.9802786154981131,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,16,0.9802786154981131,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,17,0.9547264119046691,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,18,0.9552418121986154,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,19,0.9228395906505384,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,20,0.8973369184430974,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,21,0.898941918773956,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,22,0.898941918773956,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,23,0.898941918773956,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,24,0.898941918773956,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,25,0.8979904354752601,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,26,0.8979904354752601,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,27,0.8979904354752601,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,28,0.8979904354752601,inferred,9,16
1e-09,0.01,1.0000000000000001e-11,0,29,0.8979904354752601,inferred,9,16
1e-10,1.0,1e-10,0,2,0.26724565439524534,inferred,50,5
1e-10,1.0,1e-10,0,3,0.25908763385568523,inferred,50,5
1e-10,1.0,1e-10,0,4,0.2584720472118748,inferred,50,5
1e-10,1.0,1e-10,0,5,0.30770704152684786,inferred,50,5
1e-10,1.0,1e-10,0,6,0.3593172093590884,inferred,50,5
1e-10,1.0,1e-10,0,7,0.4040266251932764,inferred,50,5
1e-10,1.0,1e-10,0,8,0.40443402096174513,inferred,50,5
1e-10,1.0,1e-10,0,9,0.4264142198304292,inferred,50,5
1e-10,1.0,1e-10,0,10,0.4264142198304292,inferred,50,5
1e-10,1.0,1e-10,0,11,0.4503074991435295,inferred,50,5
1e-10,1.0,1e-10,0,12,0.4503074991435295,inferred,50,5
1e-10,1.0,1e-10,0,13,0.46457734276716756,inferred,50,5
1e-10,1.0,1e-10,0,14,0.4412052680297381,inferred,50,5
1e-10,1.0,1e-10,0,15,0.4457180086276129,inferred,50,5
1e-10,1.0,1e-10,0,16,0.4825468170070636,inferred,50,5
1e-10,1.0,1e-10,0,17,0.4825468170070636,inferred,50,5
1e-10,1.0,1e-10,0,18,0.5320991054958544,inferred,50,5
1e-10,1.0,1e-10,0,19,0.5321464047123426,inferred,50,5
1e-10,1.0,1e-10,0,20,0.5010713856540758,inferred,50,5
1e-10,1.0,1e-10,0,21,0.6455710731771724,inferred,50,5
1e-10,1.0,1e-10,0,22,0.5899748070992952,inferred,50,5
1e-10,1.0,1e-10,0,23,0.5899748070992952,inferred,50,5
1e-10,1.0,1e-10,0,24,0.5899748070992952,inferred,50,5
1e-10,1.0,1e-10,0,25,0.5585980224997877,inferred,50,5
1e-10,1.0,1e-10,0,26,0.5513111805592348,inferred,50,5
1e-10,1.0,1e-10,0,27,0.5329557923868526,inferred,50,5
1e-10,1.0,1e-10,0,28,0.5329557923868526,inferred,50,5
1e-10,1.0,1e-10,0,29,0.5329557923868526,inferred,50,5
1e-09,0.1,1.0000000000000002e-10,0,1,0.7215681666162113,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,2,0.7204001909275077,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,3,0.665346530800816,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,4,0.6039256296293991,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,5,0.6353661744074939,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,6,0.7317926915264404,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,7,0.7712902953069377,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,8,0.762611799341305,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,9,0.7644436050582937,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,10,0.7644436050582937,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,11,0.8520138824984375,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,12,0.7983914809465879,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,13,0.7960783973246607,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,14,0.48896224321735976,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,15,0.719600202974937,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,16,0.7284862185835566,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,17,0.7284862185835566,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,18,0.7338947237717595,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,19,0.7339606097146871,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,20,0.7312919277423384,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,21,0.6983231462107363,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,22,0.7395575080917007,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,23,0.7395575080917007,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,24,0.7395575080917007,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,25,0.7345491967405479,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,26,0.7345491967405473,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,27,0.7325507954728392,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,28,0.7325507954728392,inferred,50,23
1e-09,0.1,1.0000000000000002e-10,0,29,0.7325507954728392,inferred,50,23
1e-08,0.001,1.0000000000000001e-11,0,1,0.9447594572268028,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,2,0.9447594572268028,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,3,0.9447594572268028,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,4,0.9443949066563249,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,5,0.9443949066563249,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,6,0.9449018019665225,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,7,0.9831586261662737,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,8,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,9,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,10,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,11,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,12,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,13,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,14,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,15,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,16,0.9831888604398823,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,17,0.9832024698268306,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,18,0.9832024698268306,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,19,0.9916417474511124,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,20,0.9933111385978959,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,21,0.994372286946295,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,22,0.994372286946295,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,23,0.994372286946295,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,24,0.994372286946295,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,25,0.9938623372031046,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,26,0.9942967344807501,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,27,0.9942967344807501,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,28,0.9942967344807501,inferred,9,20
1e-08,0.001,1.0000000000000001e-11,0,29,0.9942967344807501,inferred,9,20
1e-10,3.0,3e-10,0,1,0.48703147808161246,inferred,151,13
1e-10,3.0,3e-10,0,2,0.4857036236373139,inferred,151,13
1e-10,3.0,3e-10,0,3,0.4014889337497291,inferred,151,13
1e-10,3.0,3e-10,0,4,0.4014889337497291,inferred,151,13
1e-10,3.0,3e-10,0,5,0.3909778976415262,inferred,151,13
1e-10,3.0,3e-10,0,6,0.31465102120049315,inferred,151,13
1e-10,3.0,3e-10,0,7,0.13512880467474864,inferred,151,13
1e-10,3.0,3e-10,0,8,0.4636288787192302,inferred,151,13
1e-10,3.0,3e-10,0,9,0.36803657646109333,inferred,151,13
1e-10,3.0,3e-10,0,10,0.7106473703253124,inferred,151,13
1e-10,3.0,3e-10,0,11,0.4915751264748971,inferred,151,13
1e-10,3.0,3e-10,0,12,0.44300715245827355,inferred,151,13
1e-10,3.0,3e-10,0,13,0.16171769566052263,inferred,151,13
1e-10,3.0,3e-10,0,14,0.16887072644518686,inferred,151,13
1e-10,3.0,3e-10,0,15,0.2996685435910437,inferred,151,13
1e-10,3.0,3e-10,0,16,0.37377634649167285,inferred,151,13
1e-10,3.0,3e-10,0,17,0.6375936344152613,inferred,151,13
1e-10,3.0,3e-10,0,18,0.5624913501497936,inferred,151,13
1e-10,3.0,3e-10,0,19,0.4683424366807037,inferred,151,13
1e-10,3.0,3e-10,0,20,0.5310556684672705,inferred,151,13
1e-10,3.0,3e-10,0,21,0.46074650474778206,inferred,151,13
1e-10,3.0,3e-10,0,22,0.5594073336705397,inferred,151,13
1e-10,3.0,3e-10,0,23,0.6166546158943852,inferred,151,13
1e-10,3.0,3e-10,0,24,0.6202537311894838,inferred,151,13
1e-10,3.0,3e-10,0,25,0.597612631267046,inferred,151,13
1e-10,3.0,3e-10,0,26,0.5908966750250949,inferred,151,13
1e-10,3.0,3e-10,0,27,0.5202119736238355,inferred,151,13
1e-10,3.0,3e-10,0,28,0.5051324147817892,inferred,151,13
1e-10,3.0,3e-10,0,29,0.4005020216155227,inferred,151,13
1e-08,0.01,1e-10,0,1,0.8338694026330364,inferred,50,64
1e-08,0.01,1e-10,0,2,0.8338694026330364,inferred,50,64
1e-08,0.01,1e-10,0,3,0.7575042451749139,inferred,50,64
1e-08,0.01,1e-10,0,4,0.786799634467929,inferred,50,64
1e-08,0.01,1e-10,0,5,0.8052647278412257,inferred,50,64
1e-08,0.01,1e-10,0,6,0.7694210185261967,inferred,50,64
1e-08,0.01,1e-10,0,7,0.7786089568425594,inferred,50,64
1e-08,0.01,1e-10,0,8,0.7705307189224312,inferred,50,64
1e-08,0.01,1e-10,0,9,0.7686527183823239,inferred,50,64
1e-08,0.01,1e-10,0,10,0.7685208437154342,inferred,50,64
1e-08,0.01,1e-10,0,11,0.9492693055525984,inferred,50,64
1e-08,0.01,1e-10,0,12,0.9492693055525984,inferred,50,64
1e-08,0.01,1e-10,0,13,0.94468556341366,inferred,50,64
1e-08,0.01,1e-10,0,14,0.8086445020090144,inferred,50,64
1e-08,0.01,1e-10,0,15,0.7478960438834693,inferred,50,64
1e-08,0.01,1e-10,0,16,0.7430341425062768,inferred,50,64
1e-08,0.01,1e-10,0,17,0.7542212830933772,inferred,50,64
1e-08,0.01,1e-10,0,18,0.6664651564921188,inferred,50,64
1e-08,0.01,1e-10,0,19,0.6879744865147022,inferred,50,64
1e-08,0.01,1e-10,0,20,0.7312853660695424,inferred,50,64
1e-08,0.01,1e-10,0,21,0.874186462612605,inferred,50,64
1e-08,0.01,1e-10,0,22,0.874186462612598,inferred,50,64
1e-08,0.01,1e-10,0,23,0.874164905837676,inferred,50,64
1e-08,0.01,1e-10,0,24,0.874164905837676,inferred,50,64
1e-08,0.01,1e-10,0,25,0.7675385065618647,inferred,50,64
1e-08,0.01,1e-10,0,26,0.7588553830696745,inferred,50,64
1e-08,0.01,1e-10,0,27,0.7543849067054367,inferred,50,64
1e-08,0.01,1e-10,0,28,0.7543849067054367,inferred,50,64
1e-08,0.01,1e-10,0,29,0.7543849067054367,inferred,50,64
1e-09,0.3,3e-10,0,1,0.878162262596216,inferred,151,47
1e-09,0.3,3e-10,0,2,0.716496127259689,inferred,151,47
1e-09,0.3,3e-10,0,3,0.8637585866699483,inferred,151,47
1e-09,0.3,3e-10,0,4,0.8637585866699483,inferred,151,47
1e-09,0.3,3e-10,0,5,0.9010046543539957,inferred,151,47
1e-09,0.3,3e-10,0,6,0.6956045596516799,inferred,151,47
1e-09,0.3,3e-10,0,7,0.7087660742746188,inferred,151,47
1e-09,0.3,3e-10,0,8,0.39813695594905824,inferred,151,47
1e-09,0.3,3e-10,0,9,0.6716027996512097,inferred,151,47
1e-09,0.3,3e-10,0,10,0.7059592201032657,inferred,151,47
1e-09,0.3,3e-10,0,11,0.8505075015772785,inferred,151,47
1e-09,0.3,3e-10,0,12,0.37612437495574425,inferred,151,47
1e-09,0.3,3e-10,0,13,0.7066610030662206,inferred,151,47
1e-09,0.3,3e-10,0,14,0.8018451470561759,inferred,151,47
1e-09,0.3,3e-10,0,15,0.8476310402982056,inferred,151,47
1e-09,0.3,3e-10,0,16,0.7803874612503358,inferred,151,47
1e-09,0.3,3e-10,0,17,0.5942915972520213,inferred,151,47
1e-09,0.3,3e-10,0,18,0.6253480779550811,inferred,151,47
1e-09,0.3,3e-10,0,19,0.8351994443499912,inferred,151,47
1e-09,0.3,3e-10,0,20,0.7960905839506849,inferred,151,47
1e-09,0.3,3e-10,0,21,0.8273038966562937,inferred,151,47
1e-09,0.3,3e-10,0,22,0.7570504367287929,inferred,151,47
1e-09,0.3,3e-10,0,23,0.8400919059781727,inferred,151,47
1e-09,0.3,3e-10,0,24,0.8339489189807557,inferred,151,47
1e-09,0.3,3e-10,0,25,0.8333732646753155,inferred,151,47
1e-09,0.3,3e-10,0,26,0.7207257390762689,inferred,151,47
1e-09,0.3,3e-10,0,27,0.5579403815680823,inferred,151,47
1e-09,0.3,3e-10,0,28,0.5629363988274405,inferred,151,47
1e-09,0.3,3e-10,0,29,0.5423946102747585,inferred,151,47
1e-09,1.0,1e-09,0,1,0.5283685752585053,inferred,483,83
1e-09,1.0,1e-09,0,2,0.8591912088741676,inferred,483,83
1e-09,1.0,1e-09,0,3,0.8065096438000874,inferred,483,83
1e-09,1.0,1e-09,0,4,0.8527257468879765,inferred,483,83
1e-09,1.0,1e-09,0,5,0.7027371696103237,inferred,483,83
1e-09,1.0,1e-09,0,6,0.7445410688095896,inferred,483,83
1e-09,1.0,1e-09,0,7,0.39621913102962625,inferred,483,83
1e-09,1.0,1e-09,0,8,0.35243863544288795,inferred,483,83
1e-09,1.0,1e-09,0,9,0.39130692451789645,inferred,483,83
1e-09,1.0,1e-09,0,10,0.36309687518001865,inferred,483,83
1e-09,1.0,1e-09,0,11,0.308022600277307,inferred,483,83
1e-09,1.0,1e-09,0,12,0.3373018526704113,inferred,483,83
1e-09,1.0,1e-09,0,13,0.3793976631583254,inferred,483,83
1e-09,1.0,1e-09,0,14,0.5523445884462236,inferred,483,83
1e-09,1.0,1e-09,0,15,0.4319277549139151,inferred,483,83
1e-09,1.0,1e-09,0,16,0.5702861869255245,inferred,483,83
1e-09,1.0,1e-09,0,17,0.6578959531772721,inferred,483,83
1e-09,1.0,1e-09,0,18,0.6478118662198433,inferred,483,83
1e-09,1.0,1e-09,0,19,0.6157398965484485,inferred,483,83
1e-09,1.0,1e-09,0,20,0.6080510835505054,inferred,483,83
1e-09,1.0,1e-09,0,21,0.8093729486201507,inferred,483,83
1e-09,1.0,1e-09,0,22,0.733500839962375,inferred,483,83
