mu,pm,rr,rep,bin,r2,kind
1e-10,3.0,3e-10,0,11,0.23668834842951875,null
1e-10,3.0,3e-10,0,12,0.26302423763175015,null
1e-10,3.0,3e-10,0,13,0.16677649712148335,null
1e-10,3.0,3e-10,0,14,0.17857463403347382,null
1e-10,3.0,3e-10,0,15,0.19272446605124932,null
1e-10,3.0,3e-10,0,16,0.1657771577352805,null
1e-10,3.0,3e-10,0,17,0.27431753728232744,null
1e-10,3.0,3e-10,0,19,0.15908860148096213,null
1e-10,3.0,3e-10,0,20,0.43519797192457427,null
1e-10,3.0,3e-10,0,21,0.3548683374015719,null
1e-10,3.0,3e-10,0,22,0.5573815217174215,null
1e-10,3.0,3e-10,0,23,0.6166546158943852,null
1e-10,3.0,3e-10,0,24,0.2509810939615469,null
1e-10,3.0,3e-10,0,25,0.6462529988106925,null
1e-10,3.0,3e-10,0,26,0.20712625897728762,null
1e-10,3.0,3e-10,0,27,0.1385355574457703,null
1e-10,3.0,3e-10,0,28,0.13275705955125006,null
1e-10,3.0,3e-10,0,29,0.48529653612222684,null
1e-10,3.0,3e-10,0,1,0.18882886136397353,null
1e-10,3.0,3e-10,0,2,0.4857036236373139,null
1e-10,3.0,3e-10,0,3,0.16583603312165868,null
1e-10,3.0,3e-10,0,4,0.4014889337497291,null
1e-10,3.0,3e-10,0,5,0.3909778976415262,null
1e-10,3.0,3e-10,0,6,0.1910092228220442,null
1e-10,3.0,3e-10,0,7,0.09837871460972042,null
1e-10,3.0,3e-10,0,8,0.5329476734693748,null
1e-10,3.0,3e-10,0,9,0.3491957129753961,null
1e-10,3.0,3e-10,0,10,0.12709387883458326,null
1e-10,3.0,3e-10,0,11,0.2845901818182078,null
1e-10,3.0,3e-10,0,12,0.26302423763175015,null
1e-10,3.0,3e-10,0,13,0.07518754860356854,null
1e-10,3.0,3e-10,0,14,0.13196033813296656,null
1e-10,3.0,3e-10,0,15,0.19272446605124932,null
1e-10,3.0,3e-10,0,16,0.318832886904723,null
1e-10,3.0,3e-10,0,17,0.6375936344152613,null
1e-10,3.0,3e-10,0,18,0.3074396761609823,null
1e-10,3.0,3e-10,0,19,0.2243969310159848,null
1e-10,3.0,3e-10,0,20,0.5087760141230921,null
1e-10,3.0,3e-10,0,21,0.16353463496758644,null
1e-10,3.0,3e-10,0,22,0.3443700695732356,null
1e-10,3.0,3e-10,0,23,0.24369521084565937,null
1e-10,3.0,3e-10,0,25,0.5897159557121996,null
1e-10,3.0,3e-10,0,26,0.13588752887339253,null
1e-10,3.0,3e-10,0,27,0.3174265275527109,null
1e-10,3.0,3e-10,0,28,0.48984497445191105,null
1e-10,3.0,3e-10,0,29,0.48529653612222684,null
1e-08,0.01,1e-10,0,1,0.38140683655936053,null
1e-08,0.01,1e-10,0,2,0.3496774996691567,null
1e-08,0.01,1e-10,0,3,0.7661582752977294,null
1e-08,0.01,1e-10,0,4,0.38631490493318477,null
1e-08,0.01,1e-10,0,5,0.61837579281619,null
1e-08,0.01,1e-10,0,6,0.42687557800375375,null
1e-08,0.01,1e-10,0,7,0.7193771463587562,null
1e-08,0.01,1e-10,0,8,0.6717857712057369,null
1e-08,0.01,1e-10,0,9,0.4666724910340233,null
1e-08,0.01,1e-10,0,10,0.4782802374414028,null
1e-08,0.01,1e-10,0,11,0.5822012662731153,null
1e-08,0.01,1e-10,0,12,0.5822012662731153,null
1e-08,0.01,1e-10,0,13,0.5902092806859925,null
1e-08,0.01,1e-10,0,14,0.6414271909519318,null
1e-08,0.01,1e-10,0,15,0.6999019412184626,null
1e-08,0.01,1e-10,0,16,0.36886549806874425,null
1e-08,0.01,1e-10,0,17,0.5052874205840157,null
1e-08,0.01,1e-10,0,18,0.645623694774482,null
1e-08,0.01,1e-10,0,20,0.5603718772232029,null
1e-08,0.01,1e-10,0,21,0.5859377704020197,null
1e-08,0.01,1e-10,0,22,0.8022780071174906,null
1e-08,0.01,1e-10,0,23,0.48209557824852106,null
1e-08,0.01,1e-10,0,24,0.5284001185302573,null
1e-08,0.01,1e-10,0,25,0.4809002798760139,null
1e-08,0.01,1e-10,0,26,0.5262855166531761,null
1e-08,0.01,1e-10,0,27,0.4696049566622828,null
1e-08,0.01,1e-10,0,28,0.7324997472464704,null
1e-08,0.01,1e-10,0,29,0.4696049566622828,null
1e-08,0.01,1e-10,0,1,0.5519056916667584,null
1e-08,0.01,1e-10,0,2,0.3496774996691567,null
1e-08,0.01,1e-10,0,3,0.5304464386185036,null
1e-08,0.01,1e-10,0,4,0.4399414331395879,null
1e-08,0.01,1e-10,0,5,0.3958308261531729,null
1e-08,0.01,1e-10,0,6,0.7215714991646861,null
1e-08,0.01,1e-10,0,7,0.5216432625040683,null
1e-08,0.01,1e-10,0,8,0.6823117568239915,null
1e-08,0.01,1e-10,0,9,0.5545442939130802,null
1e-08,0.01,1e-10,0,10,0.5778432936837656,null
1e-08,0.01,1e-10,0,11,0.8391511455193597,null
1e-08,0.01,1e-10,0,13,0.8279571311735101,null
1e-08,0.01,1e-10,0,14,0.4913910763134571,null
1e-08,0.01,1e-10,0,15,0.42468398154729736,null
1e-08,0.01,1e-10,0,16,0.3462518266143534,null
1e-08,0.01,1e-10,0,17,0.4003853338078666,null
1e-08,0.01,1e-10,0,18,0.3722478609533462,null
1e-08,0.01,1e-10,0,19,0.5846564212015648,null
1e-08,0.01,1e-10,0,20,0.6769996439688808,null
1e-08,0.01,1e-10,0,21,0.5610491690796836,null
1e-08,0.01,1e-10,0,22,0.5859377704020182,null
1e-08,0.01,1e-10,0,23,0.47287432680163866,null
1e-08,0.01,1e-10,0,24,0.4637897181403964,null
1e-08,0.01,1e-10,0,25,0.4780249841169821,null
1e-08,0.01,1e-10,0,26,0.7588553830696745,null
1e-08,0.01,1e-10,0,27,0.7543849067054367,null
1e-08,0.01,1e-10,0,28,0.5080102008260025,null
1e-08,0.01,1e-10,0,29,0.7324997472464704,null
1e-08,0.01,1e-10,0,1,0.29629269303240946,null
1e-08,0.01,1e-10,0,2,0.7199266928164928,null
1e-08,0.01,1e-10,0,3,0.4188197452941806,null
1e-08,0.01,1e-10,0,4,0.4403679707238901,null
1e-08,0.01,1e-10,0,5,0.4090678575001503,null
1e-08,0.01,1e-10,0,6,0.4855631285556299,null
1e-08,0.01,1e-10,0,7,0.5064229818980546,null
1e-08,0.01,1e-10,0,8,0.5511302658284662,null
1e-08,0.01,1e-10,0,9,0.7554703892223454,null
1e-08,0.01,1e-10,0,10,0.5545128898471556,null
1e-08,0.01,1e-10,0,11,0.5454770311206697,null
1e-08,0.01,1e-10,0,12,0.9373724793394848,null
1e-08,0.01,1e-10,0,13,0.6026760800348746,null
1e-08,0.01,1e-10,0,14,0.6544196567539173,null
1e-08,0.01,1e-10,0,15,0.33743046640051916,null
1e-08,0.01,1e-10,0,16,0.7441726833607109,null
1e-08,0.01,1e-10,0,17,0.36289984330101754,null
1e-08,0.01,1e-10,0,18,0.5751231041455165,null
1e-08,0.01,1e-10,0,19,0.46696590000990335,null
1e-08,0.01,1e-10,0,20,0.5132119600922244,null
1e-08,0.01,1e-10,0,21,0.47607700647227874,null
1e-08,0.01,1e-10,0,22,0.5631791145878654,null
1e-08,0.01,1e-10,0,23,0.874164905837676,null
1e-08,0.01,1e-10,0,24,0.5610491690796793,null
1e-08,0.01,1e-10,0,25,0.715004016340725,null
1e-08,0.01,1e-10,0,26,0.4772058779754882,null
1e-08,0.01,1e-10,0,27,0.5026135966242948,null
1e-08,0.01,1e-10,0,28,0.489646806420074,null
1e-08,0.01,1e-10,0,1,0.746696010831202,null
1e-08,0.01,1e-10,0,2,0.38138379886460927,null
1e-08,0.01,1e-10,0,4,0.4399414331395879,null
1e-08,0.01,1e-10,0,5,0.61837579281619,null
1e-08,0.01,1e-10,0,6,0.7332890966552268,null
1e-08,0.01,1e-10,0,7,0.6719699212562675,null
1e-08,0.01,1e-10,0,8,0.46401560589629964,null
1e-08,0.01,1e-10,0,9,0.5332953061301597,null
1e-08,0.01,1e-10,0,10,0.754589902371231,null
1e-08,0.01,1e-10,0,11,0.6053164267712113,null
1e-08,0.01,1e-10,0,12,0.5822198941194581,null
1e-08,0.01,1e-10,0,13,0.6026760800348746,null
1e-08,0.01,1e-10,0,14,0.45891837147744796,null
1e-08,0.01,1e-10,0,15,0.43012102535412555,null
1e-08,0.01,1e-10,0,16,0.4003853338078666,null
1e-08,0.01,1e-10,0,17,0.5052838036486131,null
1e-08,0.01,1e-10,0,18,0.645623694774482,null
1e-08,0.01,1e-10,0,19,0.5751231041455165,null
1e-08,0.01,1e-10,0,20,0.5032436570449796,null
1e-08,0.01,1e-10,0,21,0.8741649058376908,null
1e-08,0.01,1e-10,0,22,0.5728933825325465,null
1e-08,0.01,1e-10,0,23,0.5859377704020182,null
1e-08,0.01,1e-10,0,24,0.5727557605818048,null
1e-08,0.01,1e-10,0,25,0.715004016340725,null
1e-08,0.01,1e-10,0,26,0.48090027987601375,null
1e-08,0.01,1e-10,0,27,0.5080102008260025,null
1e-08,0.01,1e-10,0,28,0.4696049566622828,null
1e-08,0.01,1e-10,0,29,0.5285808787408036,null
1e-08,0.01,1e-10,0,1,0.3813837988646091,null
1e-08,0.01,1e-10,0,2,0.5353429213606459,null
1e-08,0.01,1e-10,0,3,0.5231619496174233,null
1e-08,0.01,1e-10,0,4,0.5461732870843693,null
1e-08,0.01,1e-10,0,5,0.4227443730192398,null
1e-08,0.01,1e-10,0,6,0.7210847014394846,null
1e-08,0.01,1e-10,0,7,0.5349176528059842,null
1e-08,0.01,1e-10,0,8,0.5511302658284662,null
1e-08,0.01,1e-10,0,9,0.683430797934886,null
1e-08,0.01,1e-10,0,10,0.7554703892223454,null
1e-08,0.01,1e-10,0,11,0.6708929868164409,null
1e-08,0.01,1e-10,0,12,0.64212148958386,null
1e-08,0.01,1e-10,0,13,0.5714608869088224,null
1e-08,0.01,1e-10,0,14,0.4151055072259714,null
1e-08,0.01,1e-10,0,15,0.6999019412184626,null
1e-08,0.01,1e-10,0,16,0.5052838036486131,null
1e-08,0.01,1e-10,0,17,0.5210348974241801,null
1e-08,0.01,1e-10,0,18,0.645623694774482,null
1e-08,0.01,1e-10,0,19,0.4679298800284328,null
1e-08,0.01,1e-10,0,20,0.5100522280978566,null
1e-08,0.01,1e-10,0,21,0.5819651796224492,null
1e-08,0.01,1e-10,0,22,0.5859377704020182,null
1e-08,0.01,1e-10,0,23,0.5661972384699605,null
1e-08,0.01,1e-10,0,24,0.5213874928903025,null
1e-08,0.01,1e-10,0,25,0.715004016340725,null
1e-08,0.01,1e-10,0,26,0.5195729076681362,null
1e-08,0.01,1e-10,0,27,0.7543849067054367,null
1e-08,0.01,1e-10,0,28,0.4704048208507997,null
1e-08,0.01,1e-10,0,1,0.38140683655936053,null
1e-08,0.01,1e-10,0,2,0.5352439274673477,null
1e-08,0.01,1e-10,0,3,0.3832204710861444,null
1e-08,0.01,1e-10,0,4,0.38631490493318477,null
1e-08,0.01,1e-10,0,5,0.7538238703913182,null
1e-08,0.01,1e-10,0,6,0.4855631285556299,null
1e-08,0.01,1e-10,0,7,0.6998969103114004,null
1e-08,0.01,1e-10,0,8,0.7705307189224312,null
1e-08,0.01,1e-10,0,9,0.4666724910340233,null
1e-08,0.01,1e-10,0,10,0.7059882309696874,null
1e-08,0.01,1e-10,0,11,0.5822012662731153,null
1e-08,0.01,1e-10,0,12,0.9492693055525984,null
1e-08,0.01,1e-10,0,13,0.6668312785124505,null
1e-08,0.01,1e-10,0,14,0.6263213672763085,null
1e-08,0.01,1e-10,0,15,0.4734924109018818,null
1e-08,0.01,1e-10,0,16,0.30995871756204985,null
1e-08,0.01,1e-10,0,17,0.34955639444696646,null
1e-08,0.01,1e-10,0,18,0.6664651564921188,null
1e-08,0.01,1e-10,0,19,0.5903578260737672,null
1e-08,0.01,1e-10,0,20,0.4905809812945525,null
1e-08,0.01,1e-10,0,22,0.8022780071174906,null
1e-08,0.01,1e-10,0,23,0.8022780071174906,null
1e-08,0.01,1e-10,0,24,0.874164905837676,null
1e-08,0.01,1e-10,0,25,0.4869555252912993,null
1e-08,0.01,1e-10,0,26,0.5195729076681362,null
1e-08,0.01,1e-10,0,27,0.5571298223514026,null
1e-08,0.01,1e-10,0,28,0.4696049566622828,null
1e-08,0.01,1e-10,0,29,0.489646806420074,null
1e-08,0.01,1e-10,0,1,0.3813837988646091,null
1e-08,0.01,1e-10,0,2,0.75630229721515,null
1e-08,0.01,1e-10,0,3,0.37282950651621577,null
1e-08,0.01,1e-10,0,4,0.7497460948410763,null
1e-08,0.01,1e-10,0,5,0.3649635830007006,null
1e-08,0.01,1e-10,0,6,0.4425208154795608,null
1e-08,0.01,1e-10,0,7,0.5482280290875274,null
1e-08,0.01,1e-10,0,8,0.5600314259020955,null
1e-08,0.01,1e-10,0,9,0.7685208437154342,null
1e-08,0.01,1e-10,0,10,0.5545442939130802,null
1e-08,0.01,1e-10,0,11,0.9236312759961175,null
1e-08,0.01,1e-10,0,12,0.5649470961460556,null
1e-08,0.01,1e-10,0,13,0.5482159571562601,null
1e-08,0.01,1e-10,0,14,0.6163601613076953,null
1e-08,0.01,1e-10,0,15,0.33743046640051916,null
1e-08,0.01,1e-10,0,16,0.5534614466264783,null
1e-08,0.01,1e-10,0,17,0.7430341425062768,null
1e-08,0.01,1e-10,0,18,0.5903578260737672,null
1e-08,0.01,1e-10,0,19,0.46696590000990335,null
1e-08,0.01,1e-10,0,20,0.5637856335497458,null
1e-08,0.01,1e-10,0,21,0.4637897181403932,null
1e-08,0.01,1e-10,0,22,0.5819651796224526,null
1e-08,0.01,1e-10,0,23,0.47287432680163866,null
1e-08,0.01,1e-10,0,24,0.8022780071174906,null
1e-08,0.01,1e-10,0,25,0.715004016340725,null
1e-08,0.01,1e-10,0,26,0.7675385065618627,null
1e-08,0.01,1e-10,0,28,0.7325232180572409,null
1e-08,0.01,1e-10,0,29,0.5285808787408036,null
1e-08,0.01,1e-10,0,1,0.3813837988646091,null
1e-08,0.01,1e-10,0,2,0.3149850667466379,null
1e-08,0.01,1e-10,0,3,0.4034949917907703,null
1e-08,0.01,1e-10,0,5,0.6180312509684304,null
1e-08,0.01,1e-10,0,6,0.7332890966552268,null
1e-08,0.01,1e-10,0,7,0.7790947546876296,null
1e-08,0.01,1e-10,0,8,0.5511302658284662,null
1e-08,0.01,1e-10,0,9,0.726450255915166,null
1e-08,0.01,1e-10,0,10,0.4666724910340233,null
1e-08,0.01,1e-10,0,11,0.64212148958386,null
1e-08,0.01,1e-10,0,12,0.5454770311206697,null
1e-08,0.01,1e-10,0,13,0.7713563642652026,null
1e-08,0.01,1e-10,0,14,0.45891837147744796,null
1e-08,0.01,1e-10,0,15,0.6999019412184626,null
1e-08,0.01,1e-10,0,16,0.34955639444696646,null
1e-08,0.01,1e-10,0,17,0.5052874205840157,null
1e-08,0.01,1e-10,0,18,0.3722478609533462,null
1e-08,0.01,1e-10,0,19,0.5846453878960626,null
1e-08,0.01,1e-10,0,20,0.5603718772232029,null
1e-08,0.01,1e-10,0,21,0.8022780071174952,null
1e-08,0.01,1e-10,0,22,0.5819651796224526,null
1e-08,0.01,1e-10,0,23,0.5859377704020182,null
1e-08,0.01,1e-10,0,24,0.7268587134951163,null
1e-08,0.01,1e-10,0,25,0.47720587797548697,null
1e-08,0.01,1e-10,0,26,0.5195729076681362,null
1e-08,0.01,1e-10,0,27,0.7226186627107412,null
1e-08,0.01,1e-10,0,28,0.5028660616098123,null
1e-08,0.01,1e-10,0,29,0.5026135966242948,null
1e-08,0.01,1e-10,0,1,0.3496774996691564,null
1e-08,0.01,1e-10,0,2,0.5368745350894656,null
1e-08,0.01,1e-10,0,3,0.5304464386185036,null
1e-08,0.01,1e-10,0,4,0.6223759742148578,null
1e-08,0.01,1e-10,0,5,0.4227443730192398,null
1e-08,0.01,1e-10,0,6,0.7332890966552268,null
1e-08,0.01,1e-10,0,7,0.6817384966085704,null
1e-08,0.01,1e-10,0,8,0.48508882723643115,null
1e-08,0.01,1e-10,0,9,0.509595420892501,null
1e-08,0.01,1e-10,0,10,0.5545442939130802,null
1e-08,0.01,1e-10,0,11,0.64212148958386,null
1e-08,0.01,1e-10,0,12,0.5670298536695894,null
1e-08,0.01,1e-10,0,13,0.84063147581723,null
1e-08,0.01,1e-10,0,14,0.6414271909519318,null
1e-08,0.01,1e-10,0,15,0.4734924109018818,null
1e-08,0.01,1e-10,0,16,0.6770536063417386,null
1e-08,0.01,1e-10,0,18,0.5846453878960626,null
1e-08,0.01,1e-10,0,19,0.44369043988535506,null
1e-08,0.01,1e-10,0,20,0.5603718772232029,null
1e-08,0.01,1e-10,0,21,0.5661972384699674,null
1e-08,0.01,1e-10,0,22,0.47287432680163866,null
1e-08,0.01,1e-10,0,23,0.5284001185302573,null
1e-08,0.01,1e-10,0,24,0.874164905837676,null
1e-08,0.01,1e-10,0,25,0.4838446407158597,null
1e-08,0.01,1e-10,0,26,0.5195729076681362,null
1e-08,0.01,1e-10,0,27,0.5159984962168482,null
1e-08,0.01,1e-10,0,28,0.5028660616098123,null
1e-08,0.01,1e-10,0,29,0.7543849067054367,null
1e-08,0.01,1e-10,0,1,0.5519056916667584,null
1e-08,0.01,1e-10,0,2,0.29629269303240946,null
1e-08,0.01,1e-10,0,3,0.7519437454418988,null
1e-08,0.01,1e-10,0,4,0.3976413282535837,null
1e-08,0.01,1e-10,0,5,0.4103135699461108,null
1e-08,0.01,1e-10,0,6,0.4855631285556299,null
1e-08,0.01,1e-10,0,7,0.5482280290875274,null
1e-08,0.01,1e-10,0,8,0.6823117568239915,null
1e-08,0.01,1e-10,0,9,0.683430797934886,null
1e-08,0.01,1e-10,0,10,0.5778432936837656,null
1e-08,0.01,1e-10,0,11,0.5454770311206697,null
1e-08,0.01,1e-10,0,12,0.5822198941194581,null
1e-08,0.01,1e-10,0,13,0.8476279572947982,null
1e-08,0.01,1e-10,0,14,0.4535079306227122,null
1e-08,0.01,1e-10,0,15,0.48866782604733805,null
1e-08,0.01,1e-10,0,16,0.36289984330101754,null
1e-08,0.01,1e-10,0,17,0.695202345360555,null
1e-08,0.01,1e-10,0,18,0.4677605315986591,null
1e-08,0.01,1e-10,0,19,0.5751231041455165,null
1e-08,0.01,1e-10,0,20,0.5601128489798888,null
1e-08,0.01,1e-10,0,21,0.5661972384699674,null
1e-08,0.01,1e-10,0,22,0.874186462612598,null
1e-08,0.01,1e-10,0,23,0.563715922051188,null
1e-08,0.01,1e-10,0,24,0.5819651796224526,null
1e-08,0.01,1e-10,0,25,0.7675385065618647,null
1e-08,0.01,1e-10,0,26,0.5245392649899215,null
1e-08,0.01,1e-10,0,27,0.5285808787408036,null
1e-08,0.01,1e-10,0,29,0.4760659642383397,null
1e-09,0.3,3e-10,0,1,0.2727500054660401,null
1e-09,0.3,3e-10,0,2,0.10575670391677647,null
1e-09,0.3,3e-10,0,3,0.14424989053013393,null
1e-09,0.3,3e-10,0,4,0.12356279651731068,null
1e-09,0.3,3e-10,0,5,0.11847860397923636,null
1e-09,0.3,3e-10,0,6,0.1573296967469092,null
1e-09,0.3,3e-10,0,7,0.06371420596452845,null
1e-09,0.3,3e-10,0,8,0.30723005254610786,null
1e-09,0.3,3e-10,0,9,0.10747796330970452,null
1e-09,0.3,3e-10,0,10,0.34999023178485894,null
1e-09,0.3,3e-10,0,11,0.8505075015772785,null
1e-09,0.3,3e-10,0,12,0.19775682231765077,null
1e-09,0.3,3e-10,0,13,0.1770732572105061,null
1e-09,0.3,3e-10,0,14,0.1727023030161214,null
1e-09,0.3,3e-10,0,15,0.43299791985812996,null
1e-09,0.3,3e-10,0,16,0.19845759428174073,null
1e-09,0.3,3e-10,0,17,0.14210024104422797,null
1e-09,0.3,3e-10,0,18,0.2964325112309723,null
1e-09,0.3,3e-10,0,19,0.17835779233483495,null
1e-09,0.3,3e-10,0,20,0.16484010391790177,null
1e-09,0.3,3e-10,0,21,0.20664686055417145,null
1e-09,0.3,3e-10,0,22,0.20880435981354506,null
1e-09,0.3,3e-10,0,23,0.8029018354161025,null
1e-09,0.3,3e-10,0,24,0.10458902966637047,null
1e-09,0.3,3e-10,0,25,0.5319799548988384,null
1e-09,0.3,3e-10,0,27,0.22972397130970937,null
1e-09,0.3,3e-10,0,28,0.2093935099562286,null
1e-09,0.3,3e-10,0,29,0.14586904942342022,null
1e-09,0.3,3e-10,0,1,0.09976135764730236,null
1e-09,0.3,3e-10,0,2,0.10251361627193935,null
1e-09,0.3,3e-10,0,3,0.11532467827102175,null
1e-09,0.3,3e-10,0,4,0.7946796238156387,null
1e-09,0.3,3e-10,0,5,0.5599077205423874,null
1e-09,0.3,3e-10,0,6,0.184820781585436,null
1e-09,0.3,3e-10,0,7,0.14338781146576243,null
1e-09,0.3,3e-10,0,8,0.2678838757185239,null
1e-09,0.3,3e-10,0,9,0.6716027996512097,null
1e-09,0.3,3e-10,0,10,0.22402493281708602,null
1e-09,0.3,3e-10,0,11,0.21928363852374055,null
1e-09,0.3,3e-10,0,12,0.7883835624481194,null
1e-09,0.3,3e-10,0,13,0.49741098299894043,null
1e-09,0.3,3e-10,0,14,0.16564216065883547,null
1e-09,0.3,3e-10,0,15,0.1559054754289073,null
1e-09,0.3,3e-10,0,16,0.09748108489036324,null
1e-09,0.3,3e-10,0,17,0.12973162114148074,null
1e-09,0.3,3e-10,0,18,0.3229197792097543,null
1e-09,0.3,3e-10,0,19,0.3532875883757862,null
1e-09,0.3,3e-10,0,20,0.4677244636039747,null
1e-09,0.3,3e-10,0,21,0.11138750839490137,null
1e-09,0.3,3e-10,0,22,0.6893603792146473,null
1e-09,0.3,3e-10,0,23,0.21055385025087164,null
1e-09,0.3,3e-10,0,24,0.08821074233359481,null
1e-09,0.3,3e-10,0,26,0.06913300614507015,null
1e-09,0.3,3e-10,0,27,0.1950186581685701,null
1e-09,0.3,3e-10,0,28,0.5629363988274405,null
1e-09,0.3,3e-10,0,29,0.40529892800668116,null
1e-09,0.3,3e-10,0,1,0.20670649081821538,null
1e-09,0.3,3e-10,0,2,0.10575670391677647,null
1e-09,0.3,3e-10,0,3,0.11532467827102175,null
1e-09,0.3,3e-10,0,4,0.14424989053013393,null
1e-09,0.3,3e-10,0,5,0.13252153888613807,null
1e-09,0.3,3e-10,0,6,0.14799890893951842,null
1e-09,0.3,3e-10,0,7,0.463354430508922,null
1e-09,0.3,3e-10,0,8,0.19562005315792994,null
1e-09,0.3,3e-10,0,9,0.09590468779667863,null
1e-09,0.3,3e-10,0,10,0.27509331324978786,null
1e-09,0.3,3e-10,0,11,0.21928363852374055,null
1e-09,0.3,3e-10,0,12,0.23007924700323143,null
1e-09,0.3,3e-10,0,13,0.0948506583461706,null
1e-09,0.3,3e-10,0,14,0.8018451470561759,null
1e-09,0.3,3e-10,0,15,0.13088756376079136,null
1e-09,0.3,3e-10,0,16,0.11471343143248448,null
1e-09,0.3,3e-10,0,17,0.0976168913058904,null
1e-09,0.3,3e-10,0,18,0.13116009708120593,null
1e-09,0.3,3e-10,0,19,0.11616161888396734,null
1e-09,0.3,3e-10,0,20,0.5383472893766612,null
1e-09,0.3,3e-10,0,21,0.19734740359102076,null
1e-09,0.3,3e-10,0,22,0.20880435981354506,null
1e-09,0.3,3e-10,0,23,0.15188466860044508,null
1e-09,0.3,3e-10,0,24,0.5848294738772227,null
1e-09,0.3,3e-10,0,26,0.19116499651482535,null
1e-09,0.3,3e-10,0,27,0.1950186581685701,null
1e-09,0.3,3e-10,0,28,0.1715557259568585,null
1e-09,0.3,3e-10,0,29,0.4191036167011128,null
1e-09,0.3,3e-10,0,1,0.1280129426105789,null
1e-09,0.3,3e-10,0,2,0.10575670391677647,null
1e-09,0.3,3e-10,0,3,0.22419008872679735,null
1e-09,0.3,3e-10,0,4,0.1133885987605507,null
1e-09,0.3,3e-10,0,5,0.23089962316645873,null
1e-09,0.3,3e-10,0,6,0.17621602014036347,null
1e-09,0.3,3e-10,0,7,0.4677235004210891,null
1e-09,0.3,3e-10,0,9,0.30704470978623555,null
1e-09,0.3,3e-10,0,10,0.28622139603427693,null
1e-09,0.3,3e-10,0,11,0.1918342690431063,null
1e-09,0.3,3e-10,0,12,0.21954946466481376,null
1e-09,0.3,3e-10,0,13,0.14588710918008663,null
1e-09,0.3,3e-10,0,14,0.1727023030161214,null
1e-09,0.3,3e-10,0,15,0.14273736217198163,null
1e-09,0.3,3e-10,0,16,0.14899026801215684,null
1e-09,0.3,3e-10,0,17,0.2628531238269988,null
1e-09,0.3,3e-10,0,18,0.08192203980816481,null
1e-09,0.3,3e-10,0,19,0.19199153017184103,null
1e-09,0.3,3e-10,0,20,0.7960905839506849,null
1e-09,0.3,3e-10,0,21,0.8273038966562937,null
1e-09,0.3,3e-10,0,22,0.21130333453818936,null
1e-09,0.3,3e-10,0,23,0.798040235273087,null
1e-09,0.3,3e-10,0,24,0.16353052951803548,null
1e-09,0.3,3e-10,0,25,0.18897190801558908,null
1e-09,0.3,3e-10,0,26,0.09186234636453725,null
1e-09,0.3,3e-10,0,27,0.09495647281953219,null
1e-09,0.3,3e-10,0,28,0.5343064127506606,null
1e-09,0.3,3e-10,0,29,0.15112499648179142,null
1e-09,0.3,3e-10,0,1,0.09458004433671087,null
1e-09,0.3,3e-10,0,3,0.8637585866699483,null
1e-09,0.3,3e-10,0,4,0.22419008872679735,null
1e-09,0.3,3e-10,0,5,0.13252153888613807,null
1e-09,0.3,3e-10,0,6,0.17175891304219107,null
1e-09,0.3,3e-10,0,7,0.7087660742746188,null
1e-09,0.3,3e-10,0,8,0.2085159657350558,null
1e-09,0.3,3e-10,0,9,0.10128101282987005,null
1e-09,0.3,3e-10,0,10,0.2201789203980256,null
1e-09,0.3,3e-10,0,11,0.8505075015772785,null
1e-09,0.3,3e-10,0,12,0.14922360160200354,null
1e-09,0.3,3e-10,0,13,0.49741098299894043,null
1e-09,0.3,3e-10,0,14,0.15141658618417708,null
1e-09,0.3,3e-10,0,15,0.1519854903982186,null
1e-09,0.3,3e-10,0,16,0.19845759428174073,null
1e-09,0.3,3e-10,0,17,0.2883968656010036,null
1e-09,0.3,3e-10,0,18,0.2964325112309723,null
1e-09,0.3,3e-10,0,19,0.12692517084543362,null
1e-09,0.3,3e-10,0,20,0.23839265369798474,null
1e-09,0.3,3e-10,0,21,0.6620610400075567,null
1e-09,0.3,3e-10,0,22,0.22261861464083038,null
1e-09,0.3,3e-10,0,23,0.6266854957335181,null
1e-09,0.3,3e-10,0,24,0.4315567829404767,null
1e-09,0.3,3e-10,0,25,0.11657166861941573,null
1e-09,0.3,3e-10,0,26,0.19116499651482535,null
1e-09,0.3,3e-10,0,27,0.16013465345241898,null
1e-09,0.3,3e-10,0,28,0.5629363988274405,null
1e-09,0.3,3e-10,0,29,0.24056309310129348,null
1e-09,0.3,3e-10,0,1,0.12829224211458023,null
1e-09,0.3,3e-10,0,2,0.5099738091845726,null
1e-09,0.3,3e-10,0,3,0.552826726032542,null
1e-09,0.3,3e-10,0,4,0.1133885987605507,null
1e-09,0.3,3e-10,0,5,0.11618931100048761,null
1e-09,0.3,3e-10,0,6,0.17175891304219107,null
1e-09,0.3,3e-10,0,7,0.06371420596452845,null
1e-09,0.3,3e-10,0,8,0.2085159657350558,null
1e-09,0.3,3e-10,0,9,0.09590468779667863,null
1e-09,0.3,3e-10,0,10,0.22193821844875705,null
1e-09,0.3,3e-10,0,11,0.18732270050766459,null
1e-09,0.3,3e-10,0,12,0.18553857281696884,null
1e-09,0.3,3e-10,0,13,0.14588710918008663,null
1e-09,0.3,3e-10,0,14,0.40699140696050595,null
1e-09,0.3,3e-10,0,15,0.1529051788535349,null
1e-09,0.3,3e-10,0,16,0.11777663875376514,null
1e-09,0.3,3e-10,0,17,0.3256492945541987,null
