mu,pm,rr,rep,bin,r2,kind
1e-09,0.01,1.0000000000000001e-11,0,17,0.9781284877905928,null
1e-09,0.01,1.0000000000000001e-11,0,18,0.9552418121986154,null
1e-09,0.01,1.0000000000000001e-11,0,19,0.9228395906505384,null
1e-09,0.01,1.0000000000000001e-11,0,20,0.4571884349442466,null
1e-09,0.01,1.0000000000000001e-11,0,21,0.34986609054559586,null
1e-09,0.01,1.0000000000000001e-11,0,22,0.36561041960106005,null
1e-09,0.01,1.0000000000000001e-11,0,23,0.3651933847709893,null
1e-09,0.01,1.0000000000000001e-11,0,24,0.898941918773956,null
1e-09,0.01,1.0000000000000001e-11,0,25,0.8623494282253714,null
1e-09,0.01,1.0000000000000001e-11,0,26,0.33103904436199616,null
1e-09,0.01,1.0000000000000001e-11,0,27,0.8623494282253714,null
1e-09,0.01,1.0000000000000001e-11,0,28,0.33103904436199616,null
1e-09,0.01,1.0000000000000001e-11,0,29,0.8979904354752601,null
1e-09,0.01,1.0000000000000001e-11,0,1,0.8478611014351187,null
1e-09,0.01,1.0000000000000001e-11,0,2,0.9133151540884326,null
1e-09,0.01,1.0000000000000001e-11,0,4,0.9252713424577058,null
1e-09,0.01,1.0000000000000001e-11,0,5,0.47509264245188354,null
1e-09,0.01,1.0000000000000001e-11,0,6,0.4748278908690846,null
1e-09,0.01,1.0000000000000001e-11,0,7,0.4091695650752034,null
1e-09,0.01,1.0000000000000001e-11,0,8,0.3894115764256109,null
1e-09,0.01,1.0000000000000001e-11,0,9,0.9781284877905928,null
1e-09,0.01,1.0000000000000001e-11,0,10,0.9781284877905928,null
1e-09,0.01,1.0000000000000001e-11,0,11,0.40933436251759986,null
1e-09,0.01,1.0000000000000001e-11,0,12,0.9802786154981131,null
1e-09,0.01,1.0000000000000001e-11,0,13,0.9581974625614359,null
1e-09,0.01,1.0000000000000001e-11,0,14,0.9802786154981131,null
1e-09,0.01,1.0000000000000001e-11,0,15,0.40933436251759986,null
1e-09,0.01,1.0000000000000001e-11,0,16,0.9802786154981131,null
1e-09,0.01,1.0000000000000001e-11,0,17,0.40933436251759986,null
1e-09,0.01,1.0000000000000001e-11,0,18,0.3894115764256109,null
1e-09,0.01,1.0000000000000001e-11,0,19,0.7484166717319987,null
1e-09,0.01,1.0000000000000001e-11,0,20,0.4571884349442466,null
1e-09,0.01,1.0000000000000001e-11,0,21,0.41522777935988286,null
1e-09,0.01,1.0000000000000001e-11,0,22,0.8678216551642159,null
1e-09,0.01,1.0000000000000001e-11,0,23,0.3471494506599442,null
1e-09,0.01,1.0000000000000001e-11,0,24,0.3631671857191865,null
1e-09,0.01,1.0000000000000001e-11,0,25,0.32828831019907334,null
1e-09,0.01,1.0000000000000001e-11,0,26,0.3457320166694762,null
1e-09,0.01,1.0000000000000001e-11,0,27,0.33103904436199616,null
1e-09,0.01,1.0000000000000001e-11,0,28,0.34548964949804123,null
1e-09,0.01,1.0000000000000001e-11,0,29,0.3391169328155845,null
1e-10,1.0,1e-10,0,2,0.26724565439524534,null
1e-10,1.0,1e-10,0,3,0.24148043639904035,null
1e-10,1.0,1e-10,0,4,0.2584720472118748,null
1e-10,1.0,1e-10,0,5,0.30586261789912234,null
1e-10,1.0,1e-10,0,6,0.3551533094404048,null
1e-10,1.0,1e-10,0,7,0.40176258214609156,null
1e-10,1.0,1e-10,0,8,0.40443402096174513,null
1e-10,1.0,1e-10,0,9,0.4242017007808032,null
1e-10,1.0,1e-10,0,10,0.4159400002976746,null
1e-10,1.0,1e-10,0,11,0.4503074991435295,null
1e-10,1.0,1e-10,0,13,0.45877940379282384,null
1e-10,1.0,1e-10,0,14,0.44244903722903745,null
1e-10,1.0,1e-10,0,15,0.44603565750456375,null
1e-10,1.0,1e-10,0,16,0.43973042015807884,null
1e-10,1.0,1e-10,0,17,0.43973042015807884,null
1e-10,1.0,1e-10,0,18,0.5340918046261133,null
1e-10,1.0,1e-10,0,19,0.5341389647842232,null
1e-10,1.0,1e-10,0,20,0.5010713856540758,null
1e-10,1.0,1e-10,0,21,0.6088871294374738,null
1e-10,1.0,1e-10,0,22,0.5411992238799332,null
1e-10,1.0,1e-10,0,23,0.5899748070992952,null
1e-10,1.0,1e-10,0,24,0.5629771695809814,null
1e-10,1.0,1e-10,0,25,0.533474081131206,null
1e-10,1.0,1e-10,0,26,0.5257790789915731,null
1e-10,1.0,1e-10,0,27,0.5329557923868526,null
1e-10,1.0,1e-10,0,28,0.5100552626695168,null
1e-10,1.0,1e-10,0,29,0.5329557923868526,null
1e-10,1.0,1e-10,0,2,0.250363662731197,null
1e-10,1.0,1e-10,0,3,0.25908763385568523,null
1e-10,1.0,1e-10,0,4,0.25676425937290803,null
1e-10,1.0,1e-10,0,5,0.30586261789912234,null
1e-10,1.0,1e-10,0,6,0.3593172093590884,null
1e-10,1.0,1e-10,0,7,0.4040266251932764,null
1e-10,1.0,1e-10,0,8,0.3953257699202456,null
1e-10,1.0,1e-10,0,9,0.4159400002976746,null
1e-10,1.0,1e-10,0,10,0.4159400002976746,null
1e-10,1.0,1e-10,0,11,0.4485043398064742,null
1e-10,1.0,1e-10,0,12,0.4406651256972976,null
1e-10,1.0,1e-10,0,13,0.46457734276716756,null
1e-10,1.0,1e-10,0,14,0.44244903722903745,null
1e-10,1.0,1e-10,0,15,0.4457180086276129,null
1e-10,1.0,1e-10,0,16,0.43973042015807884,null
1e-10,1.0,1e-10,0,17,0.4825468170070636,null
1e-10,1.0,1e-10,0,18,0.5320991054958544,null
1e-10,1.0,1e-10,0,20,0.4571683983982321,null
1e-10,1.0,1e-10,0,21,0.5858493122309713,null
1e-10,1.0,1e-10,0,22,0.5411992238799332,null
1e-10,1.0,1e-10,0,23,0.5411992238799332,null
1e-10,1.0,1e-10,0,24,0.5899748070992952,null
1e-10,1.0,1e-10,0,25,0.533474081131206,null
1e-10,1.0,1e-10,0,26,0.5513111805592348,null
1e-10,1.0,1e-10,0,27,0.5329557923868526,null
1e-10,1.0,1e-10,0,28,0.5100552626695168,null
1e-10,1.0,1e-10,0,29,0.5079265943973322,null
1e-10,1.0,1e-10,0,2,0.26724565439524534,null
1e-10,1.0,1e-10,0,3,0.24148043639904035,null
1e-10,1.0,1e-10,0,4,0.25676425937290803,null
1e-10,1.0,1e-10,0,5,0.30770704152684786,null
1e-10,1.0,1e-10,0,6,0.3571586574993758,null
1e-10,1.0,1e-10,0,7,0.3949081853239808,null
1e-10,1.0,1e-10,0,8,0.3953257699202456,null
1e-10,1.0,1e-10,0,9,0.4159400002976746,null
1e-10,1.0,1e-10,0,10,0.4159400002976746,null
1e-10,1.0,1e-10,0,11,0.4485043398064742,null
1e-10,1.0,1e-10,0,12,0.4503074991435295,null
1e-10,1.0,1e-10,0,13,0.46627738438649025,null
1e-10,1.0,1e-10,0,16,0.48282762052690936,null
1e-10,1.0,1e-10,0,17,0.4825468170070636,null
1e-10,1.0,1e-10,0,18,0.5340918046261133,null
1e-10,1.0,1e-10,0,19,0.5341389647842232,null
1e-10,1.0,1e-10,0,20,0.4571683983982321,null
1e-10,1.0,1e-10,0,21,0.6455710731771724,null
1e-10,1.0,1e-10,0,22,0.5899748070992952,null
1e-10,1.0,1e-10,0,23,0.5629771695809814,null
1e-10,1.0,1e-10,0,24,0.5629771695809814,null
1e-10,1.0,1e-10,0,25,0.533474081131206,null
1e-10,1.0,1e-10,0,26,0.5513111805592348,null
1e-10,1.0,1e-10,0,27,0.5079265943973322,null
1e-10,1.0,1e-10,0,28,0.5329557923868526,null
1e-10,1.0,1e-10,0,29,0.5100552626695168,null
1e-10,1.0,1e-10,0,2,0.26724565439524534,null
1e-10,1.0,1e-10,0,3,0.24148043639904035,null
1e-10,1.0,1e-10,0,4,0.25595200629972814,null
1e-10,1.0,1e-10,0,5,0.3041245625750439,null
1e-10,1.0,1e-10,0,6,0.3551533094404048,null
1e-10,1.0,1e-10,0,7,0.40176258214609156,null
1e-10,1.0,1e-10,0,8,0.3953257699202456,null
1e-10,1.0,1e-10,0,9,0.4242017007808032,null
1e-10,1.0,1e-10,0,10,0.4264142198304292,null
1e-10,1.0,1e-10,0,12,0.4406651256972976,null
1e-10,1.0,1e-10,0,13,0.45877940379282384,null
1e-10,1.0,1e-10,0,14,0.44244903722903745,null
1e-10,1.0,1e-10,0,15,0.4457180086276129,null
1e-10,1.0,1e-10,0,16,0.43973042015807884,null
1e-10,1.0,1e-10,0,17,0.48282762052690936,null
1e-10,1.0,1e-10,0,18,0.5320991054958544,null
1e-10,1.0,1e-10,0,19,0.5341389647842232,null
1e-10,1.0,1e-10,0,20,0.4761698182423771,null
1e-10,1.0,1e-10,0,21,0.5858493122309713,null
1e-10,1.0,1e-10,0,22,0.5411992238799332,null
1e-10,1.0,1e-10,0,23,0.5899748070992952,null
1e-10,1.0,1e-10,0,25,0.533474081131206,null
1e-10,1.0,1e-10,0,26,0.5513111805592348,null
1e-10,1.0,1e-10,0,27,0.5100552626695168,null
1e-10,1.0,1e-10,0,28,0.5100552626695168,null
1e-10,1.0,1e-10,0,29,0.5079265943973322,null
1e-10,1.0,1e-10,0,2,0.250363662731197,null
1e-10,1.0,1e-10,0,4,0.2584720472118748,null
1e-10,1.0,1e-10,0,5,0.30770704152684786,null
1e-10,1.0,1e-10,0,6,0.3571586574993758,null
1e-10,1.0,1e-10,0,7,0.3949081853239808,null
1e-10,1.0,1e-10,0,8,0.3953257699202456,null
1e-10,1.0,1e-10,0,9,0.4159400002976746,null
1e-10,1.0,1e-10,0,11,0.4503074991435295,null
1e-10,1.0,1e-10,0,12,0.4503074991435295,null
1e-10,1.0,1e-10,0,13,0.46627738438649025,null
1e-10,1.0,1e-10,0,14,0.43633864482677986,null
1e-10,1.0,1e-10,0,15,0.4457180086276129,null
1e-10,1.0,1e-10,0,16,0.48282762052690936,null
1e-10,1.0,1e-10,0,17,0.48282762052690936,null
1e-10,1.0,1e-10,0,18,0.4916388103641902,null
1e-10,1.0,1e-10,0,19,0.5321464047123426,null
1e-10,1.0,1e-10,0,20,0.5010713856540758,null
1e-10,1.0,1e-10,0,21,0.6088871294374738,null
1e-10,1.0,1e-10,0,22,0.5411992238799332,null
1e-10,1.0,1e-10,0,23,0.5629771695809814,null
1e-10,1.0,1e-10,0,24,0.5899748070992952,null
1e-10,1.0,1e-10,0,25,0.533474081131206,null
1e-10,1.0,1e-10,0,26,0.5257790789915731,null
1e-10,1.0,1e-10,0,27,0.5100552626695168,null
1e-10,1.0,1e-10,0,28,0.5100552626695168,null
1e-10,1.0,1e-10,0,29,0.5329557923868526,null
1e-10,1.0,1e-10,0,2,0.26724565439524534,null
1e-10,1.0,1e-10,0,3,0.25908763385568523,null
1e-10,1.0,1e-10,0,4,0.2584720472118748,null
1e-10,1.0,1e-10,0,5,0.30770704152684786,null
1e-10,1.0,1e-10,0,6,0.3593172093590884,null
1e-10,1.0,1e-10,0,7,0.3949081853239808,null
1e-10,1.0,1e-10,0,8,0.40221434722707655,null
1e-10,1.0,1e-10,0,9,0.4242017007808032,null
1e-10,1.0,1e-10,0,10,0.4264142198304292,null
1e-10,1.0,1e-10,0,11,0.4503074991435295,null
1e-10,1.0,1e-10,0,12,0.4406651256972976,null
1e-10,1.0,1e-10,0,13,0.45877940379282384,null
1e-10,1.0,1e-10,0,14,0.44244903722903745,null
1e-10,1.0,1e-10,0,15,0.4065386966929753,null
1e-10,1.0,1e-10,0,16,0.43973042015807884,null
1e-10,1.0,1e-10,0,17,0.4825468170070636,null
1e-10,1.0,1e-10,0,19,0.5321464047123426,null
1e-10,1.0,1e-10,0,20,0.5010713856540758,null
1e-10,1.0,1e-10,0,21,0.6455710731771724,null
1e-10,1.0,1e-10,0,22,0.5411992238799332,null
1e-10,1.0,1e-10,0,23,0.5411992238799332,null
1e-10,1.0,1e-10,0,24,0.5899748070992952,null
1e-10,1.0,1e-10,0,25,0.5585980224997877,null
1e-10,1.0,1e-10,0,26,0.5257790789915731,null
1e-10,1.0,1e-10,0,27,0.5079265943973322,null
1e-10,1.0,1e-10,0,28,0.5079265943973322,null
1e-10,1.0,1e-10,0,29,0.5329557923868526,null
1e-10,1.0,1e-10,0,2,0.250363662731197,null
1e-10,1.0,1e-10,0,4,0.25676425937290803,null
1e-10,1.0,1e-10,0,5,0.30586261789912234,null
1e-10,1.0,1e-10,0,6,0.3593172093590884,null
1e-10,1.0,1e-10,0,7,0.4040266251932764,null
1e-10,1.0,1e-10,0,8,0.3953257699202456,null
1e-10,1.0,1e-10,0,9,0.4242017007808032,null
1e-10,1.0,1e-10,0,10,0.4242017007808032,null
1e-10,1.0,1e-10,0,11,0.4406651256972976,null
1e-10,1.0,1e-10,0,12,0.4485043398064742,null
1e-10,1.0,1e-10,0,13,0.45877940379282384,null
1e-10,1.0,1e-10,0,14,0.4412052680297381,null
1e-10,1.0,1e-10,0,15,0.44603565750456375,null
1e-10,1.0,1e-10,0,16,0.4825468170070636,null
1e-10,1.0,1e-10,0,17,0.43973042015807884,null
1e-10,1.0,1e-10,0,18,0.5320991054958544,null
1e-10,1.0,1e-10,0,19,0.5341389647842232,null
1e-10,1.0,1e-10,0,20,0.5010713856540758,null
1e-10,1.0,1e-10,0,21,0.5858493122309713,null
1e-10,1.0,1e-10,0,22,0.5411992238799332,null
1e-10,1.0,1e-10,0,23,0.5899748070992952,null
1e-10,1.0,1e-10,0,24,0.5411992238799332,null
1e-10,1.0,1e-10,0,25,0.533474081131206,null
1e-10,1.0,1e-10,0,26,0.527869541038978,null
1e-10,1.0,1e-10,0,28,0.5100552626695168,null
1e-10,1.0,1e-10,0,29,0.5329557923868526,null
1e-10,1.0,1e-10,0,2,0.250363662731197,null
1e-10,1.0,1e-10,0,3,0.24148043639904035,null
1e-10,1.0,1e-10,0,4,0.25595200629972814,null
1e-10,1.0,1e-10,0,5,0.3041245625750439,null
1e-10,1.0,1e-10,0,6,0.3551533094404048,null
1e-10,1.0,1e-10,0,7,0.3949081853239808,null
1e-10,1.0,1e-10,0,8,0.3953257699202456,null
1e-10,1.0,1e-10,0,9,0.4159400002976746,null
1e-10,1.0,1e-10,0,10,0.4264142198304292,null
1e-10,1.0,1e-10,0,11,0.4485043398064742,null
1e-10,1.0,1e-10,0,12,0.4503074991435295,null
1e-10,1.0,1e-10,0,13,0.45877940379282384,null
1e-10,1.0,1e-10,0,15,0.44603565750456375,null
1e-10,1.0,1e-10,0,16,0.43973042015807884,null
1e-10,1.0,1e-10,0,17,0.48282762052690936,null
1e-10,1.0,1e-10,0,18,0.5320991054958544,null
1e-10,1.0,1e-10,0,20,0.4571683983982321,null
1e-10,1.0,1e-10,0,21,0.5858493122309713,null
1e-10,1.0,1e-10,0,22,0.5629771695809814,null
1e-10,1.0,1e-10,0,23,0.5411992238799332,null
1e-10,1.0,1e-10,0,24,0.5629771695809814,null
1e-10,1.0,1e-10,0,25,0.5314047778688976,null
1e-10,1.0,1e-10,0,26,0.527869541038978,null
1e-10,1.0,1e-10,0,27,0.5079265943973322,null
1e-10,1.0,1e-10,0,28,0.5100552626695168,null
1e-10,1.0,1e-10,0,29,0.5100552626695168,null
1e-10,1.0,1e-10,0,2,0.250363662731197,null
1e-10,1.0,1e-10,0,3,0.24078794315960797,null
1e-10,1.0,1e-10,0,4,0.25676425937290803,null
1e-10,1.0,1e-10,0,5,0.3041245625750439,null
1e-10,1.0,1e-10,0,6,0.3593172093590884,null
1e-10,1.0,1e-10,0,7,0.4040266251932764,null
1e-10,1.0,1e-10,0,9,0.4159400002976746,null
1e-10,1.0,1e-10,0,10,0.4242017007808032,null
1e-10,1.0,1e-10,0,11,0.4406651256972976,null
1e-10,1.0,1e-10,0,12,0.4485043398064742,null
1e-10,1.0,1e-10,0,13,0.46627738438649025,null
1e-10,1.0,1e-10,0,14,0.43633864482677986,null
1e-10,1.0,1e-10,0,15,0.4065386966929753,null
1e-10,1.0,1e-10,0,16,0.48282762052690936,null
1e-10,1.0,1e-10,0,17,0.43973042015807884,null
1e-10,1.0,1e-10,0,18,0.5340918046261133,null
1e-10,1.0,1e-10,0,19,0.5321464047123426,null
1e-10,1.0,1e-10,0,20,0.4571683983982321,null
1e-10,1.0,1e-10,0,21,0.6455710731771724,null
1e-10,1.0,1e-10,0,22,0.5629771695809814,null
1e-10,1.0,1e-10,0,24,0.5411992238799332,null
1e-10,1.0,1e-10,0,25,0.5314047778688976,null
1e-10,1.0,1e-10,0,26,0.5513111805592348,null
1e-10,1.0,1e-10,0,27,0.5079265943973322,null
1e-10,1.0,1e-10,0,28,0.5100552626695168,null
1e-10,1.0,1e-10,0,29,0.5100552626695168,null
1e-10,1.0,1e-10,0,2,0.250363662731197,null
1e-10,1.0,1e-10,0,3,0.24148043639904035,null
1e-10,1.0,1e-10,0,4,0.25595200629972814,null
1e-10,1.0,1e-10,0,5,0.30770704152684786,null
1e-10,1.0,1e-10,0,6,0.3571586574993758,null
1e-10,1.0,1e-10,0,7,0.4040266251932764,null
1e-10,1.0,1e-10,0,8,0.3953257699202456,null
1e-10,1.0,1e-10,0,9,0.4242017007808032,null
1e-10,1.0,1e-10,0,10,0.4264142198304292,null
1e-10,1.0,1e-10,0,11,0.4503074991435295,null
1e-10,1.0,1e-10,0,12,0.4503074991435295,null
1e-10,1.0,1e-10,0,13,0.46457734276716756,null
1e-10,1.0,1e-10,0,14,0.43633864482677986,null
1e-10,1.0,1e-10,0,15,0.44603565750456375,null
1e-10,1.0,1e-10,0,16,0.43973042015807884,null
1e-10,1.0,1e-10,0,17,0.43973042015807884,null
1e-10,1.0,1e-10,0,18,0.4916388103641902,null
1e-10,1.0,1e-10,0,19,0.5341389647842232,null
1e-10,1.0,1e-10,0,20,0.5010713856540758,null
1e-10,1.0,1e-10,0,22,0.5411992238799332,null
1e-10,1.0,1e-10,0,23,0.5899748070992952,null
1e-10,1.0,1e-10,0,24,0.5411992238799332,null
1e-10,1.0,1e-10,0,25,0.5314047778688976,null
1e-10,1.0,1e-10,0,26,0.5513111805592348,null
1e-10,1.0,1e-10,0,27,0.5100552626695168,null
1e-10,1.0,1e-10,0,28,0.5079265943973322,null
1e-09,0.1,1.0000000000000002e-10,0,1,0.3813511298410512,null
1e-09,0.1,1.0000000000000002e-10,0,2,0.3793651569068971,null
1e-09,0.1,1.0000000000000002e-10,0,3,0.665346530800816,null
1e-09,0.1,1.0000000000000002e-10,0,4,0.5765735775218762,null
1e-09,0.1,1.0000000000000002e-10,0,5,0.6321463362464008,null
1e-09,0.1,1.0000000000000002e-10,0,6,0.6593017054804647,null
1e-09,0.1,1.0000000000000002e-10,0,7,0.7662675887136283,null
1e-09,0.1,1.0000000000000002e-10,0,8,0.762611799341305,null
1e-09,0.1,1.0000000000000002e-10,0,9,0.5692752027724172,null
1e-09,0.1,1.0000000000000002e-10,0,10,0.7427954620264741,null
1e-09,0.1,1.0000000000000002e-10,0,11,0.5316298037264616,null
1e-09,0.1,1.0000000000000002e-10,0,13,0.5533996125363219,null
1e-09,0.1,1.0000000000000002e-10,0,14,0.4526786588367238,null
1e-09,0.1,1.0000000000000002e-10,0,15,0.3937161196600275,null
1e-09,0.1,1.0000000000000002e-10,0,16,0.560571436810616,null
1e-09,0.1,1.0000000000000002e-10,0,17,0.5091173552674769,null
1e-09,0.1,1.0000000000000002e-10,0,18,0.6268432384002725,null
1e-09,0.1,1.0000000000000002e-10,0,19,0.47747647933063825,null
1e-09,0.1,1.0000000000000002e-10,0,20,0.5512480125907204,null
1e-09,0.1,1.0000000000000002e-10,0,21,0.49477384946525854,null
1e-09,0.1,1.0000000000000002e-10,0,22,0.7009028191080943,null
1e-09,0.1,1.0000000000000002e-10,0,23,0.5300565304153095,null
1e-09,0.1,1.0000000000000002e-10,0,24,0.542814994514044,null
1e-09,0.1,1.0000000000000002e-10,0,25,0.7345491967405479,null
1e-09,0.1,1.0000000000000002e-10,0,26,0.688075308754126,null
1e-09,0.1,1.0000000000000002e-10,0,27,0.6952457076757146,null
1e-09,0.1,1.0000000000000002e-10,0,28,0.49223590821272406,null
1e-09,0.1,1.0000000000000002e-10,0,29,0.5429329438218936,null
1e-09,0.1,1.0000000000000002e-10,0,1,0.41638501538574874,null
1e-09,0.1,1.0000000000000002e-10,0,2,0.4460928253472234,null
1e-09,0.1,1.0000000000000002e-10,0,3,0.42569354747400034,null
1e-09,0.1,1.0000000000000002e-10,0,4,0.5765735775218762,null
1e-09,0.1,1.0000000000000002e-10,0,5,0.46065090185133006,null
1e-09,0.1,1.0000000000000002e-10,0,6,0.4860585135582803,null
1e-09,0.1,1.0000000000000002e-10,0,7,0.5481587616430122,null
1e-09,0.1,1.0000000000000002e-10,0,8,0.6765572489478091,null
1e-09,0.1,1.0000000000000002e-10,0,9,0.7427954620264741,null
1e-09,0.1,1.0000000000000002e-10,0,10,0.7644436050582937,null
1e-09,0.1,1.0000000000000002e-10,0,11,0.6677372430618331,null
1e-09,0.1,1.0000000000000002e-10,0,12,0.5711283561181392,null
1e-09,0.1,1.0000000000000002e-10,0,13,0.7715548396800803,null
1e-09,0.1,1.0000000000000002e-10,0,14,0.46395087570131716,null
1e-09,0.1,1.0000000000000002e-10,0,15,0.5748676308023423,null
1e-09,0.1,1.0000000000000002e-10,0,16,0.3330338045187217,null
1e-09,0.1,1.0000000000000002e-10,0,17,0.560571436810616,null
1e-09,0.1,1.0000000000000002e-10,0,18,0.4774259734867095,null
1e-09,0.1,1.0000000000000002e-10,0,19,0.6052142875118272,null
1e-09,0.1,1.0000000000000002e-10,0,20,0.7312919277423384,null
1e-09,0.1,1.0000000000000002e-10,0,21,0.5326915766302767,null
1e-09,0.1,1.0000000000000002e-10,0,23,0.5423839207007866,null
1e-09,0.1,1.0000000000000002e-10,0,24,0.4781626358307348,null
1e-09,0.1,1.0000000000000002e-10,0,25,0.7345491967405479,null
1e-09,0.1,1.0000000000000002e-10,0,26,0.7345491967405473,null
1e-09,0.1,1.0000000000000002e-10,0,27,0.5429329438218936,null
1e-09,0.1,1.0000000000000002e-10,0,28,0.49206508397280574,null
1e-09,0.1,1.0000000000000002e-10,0,29,0.4772398046613,null
1e-09,0.1,1.0000000000000002e-10,0,1,0.417936524088881,null
1e-09,0.1,1.0000000000000002e-10,0,2,0.4019786781916388,null
1e-09,0.1,1.0000000000000002e-10,0,3,0.4187479400445657,null
1e-09,0.1,1.0000000000000002e-10,0,4,0.4467942250957018,null
1e-09,0.1,1.0000000000000002e-10,0,5,0.6321463362464008,null
1e-09,0.1,1.0000000000000002e-10,0,6,0.48405479693979503,null
1e-09,0.1,1.0000000000000002e-10,0,7,0.7662675887136283,null
1e-09,0.1,1.0000000000000002e-10,0,8,0.5040610544503122,null
1e-09,0.1,1.0000000000000002e-10,0,9,0.5692752027724172,null
1e-09,0.1,1.0000000000000002e-10,0,10,0.7644436050582937,null
1e-09,0.1,1.0000000000000002e-10,0,11,0.8520138824984375,null
1e-09,0.1,1.0000000000000002e-10,0,12,0.543903194733148,null
1e-09,0.1,1.0000000000000002e-10,0,13,0.6135962548704701,null
1e-09,0.1,1.0000000000000002e-10,0,14,0.46395087570131716,null
1e-09,0.1,1.0000000000000002e-10,0,15,0.5890510250884643,null
1e-09,0.1,1.0000000000000002e-10,0,16,0.5503214600848324,null
1e-09,0.1,1.0000000000000002e-10,0,17,0.37097384718882753,null
1e-09,0.1,1.0000000000000002e-10,0,19,0.7339606097146871,null
1e-09,0.1,1.0000000000000002e-10,0,20,0.5402316116189958,null
1e-09,0.1,1.0000000000000002e-10,0,21,0.6983231462107363,null
1e-09,0.1,1.0000000000000002e-10,0,22,0.49405674879907624,null
1e-09,0.1,1.0000000000000002e-10,0,23,0.7009028191080943,null
1e-09,0.1,1.0000000000000002e-10,0,24,0.7395575080917007,null
1e-09,0.1,1.0000000000000002e-10,0,25,0.539383820617894,null
1e-09,0.1,1.0000000000000002e-10,0,26,0.5095177398034039,null
1e-09,0.1,1.0000000000000002e-10,0,27,0.49206508397280574,null
1e-09,0.1,1.0000000000000002e-10,0,28,0.5122290252208415,null
1e-09,0.1,1.0000000000000002e-10,0,29,0.6952457076757146,null
1e-09,0.1,1.0000000000000002e-10,0,1,0.4499170262183136,null
1e-09,0.1,1.0000000000000002e-10,0,2,0.7204001909275077,null
1e-09,0.1,1.0000000000000002e-10,0,3,0.665346530800816,null
1e-09,0.1,1.0000000000000002e-10,0,4,0.38382083134966705,null
1e-09,0.1,1.0000000000000002e-10,0,5,0.4515584315663087,null
1e-09,0.1,1.0000000000000002e-10,0,6,0.7317926915264404,null
1e-09,0.1,1.0000000000000002e-10,0,7,0.5148779900516788,null
1e-09,0.1,1.0000000000000002e-10,0,8,0.545580590796421,null
1e-09,0.1,1.0000000000000002e-10,0,9,0.5555478917432736,null
1e-09,0.1,1.0000000000000002e-10,0,10,0.7644436050582937,null
1e-09,0.1,1.0000000000000002e-10,0,11,0.6677372430618331,null
1e-09,0.1,1.0000000000000002e-10,0,12,0.6016052679214136,null
1e-09,0.1,1.0000000000000002e-10,0,13,0.6135962548704701,null
1e-09,0.1,1.0000000000000002e-10,0,14,0.4781475254848156,null
1e-09,0.1,1.0000000000000002e-10,0,15,0.3937161196600275,null
1e-09,0.1,1.0000000000000002e-10,0,16,0.37097384718882753,null
1e-09,0.1,1.0000000000000002e-10,0,17,0.37097384718882753,null
1e-09,0.1,1.0000000000000002e-10,0,18,0.6268432384002725,null
1e-09,0.1,1.0000000000000002e-10,0,19,0.6293842171196921,null
1e-09,0.1,1.0000000000000002e-10,0,20,0.6494013427644484,null
1e-09,0.1,1.0000000000000002e-10,0,21,0.7153095878327457,null
1e-09,0.1,1.0000000000000002e-10,0,23,0.542814994514044,null
1e-09,0.1,1.0000000000000002e-10,0,24,0.7395575080917007,null
1e-09,0.1,1.0000000000000002e-10,0,25,0.5210785929154659,null
1e-09,0.1,1.0000000000000002e-10,0,26,0.5393838206178946,null
1e-09,0.1,1.0000000000000002e-10,0,27,0.6503079380095337,null
1e-09,0.1,1.0000000000000002e-10,0,28,0.5429329438218936,null
1e-09,0.1,1.0000000000000002e-10,0,29,0.6952457076757146,null
1e-09,0.1,1.0000000000000002e-10,0,1,0.40163019022511104,null
1e-09,0.1,1.0000000000000002e-10,0,2,0.35346965452735885,null
1e-09,0.1,1.0000000000000002e-10,0,3,0.665346530800816,null
1e-09,0.1,1.0000000000000002e-10,0,4,0.669268652285123,null
1e-09,0.1,1.0000000000000002e-10,0,5,0.6321463362464008,null
1e-09,0.1,1.0000000000000002e-10,0,6,0.4959807762801266,null
1e-09,0.1,1.0000000000000002e-10,0,7,0.5481587616430122,null
1e-09,0.1,1.0000000000000002e-10,0,8,0.5040610544503122,null
1e-09,0.1,1.0000000000000002e-10,0,9,0.5692752027724172,null
1e-09,0.1,1.0000000000000002e-10,0,10,0.5555478917432736,null
1e-09,0.1,1.0000000000000002e-10,0,11,0.5438000529651872,null
1e-09,0.1,1.0000000000000002e-10,0,12,0.8518849933129994,null
1e-09,0.1,1.0000000000000002e-10,0,13,0.7532415221104396,null
1e-09,0.1,1.0000000000000002e-10,0,14,0.523483230673698,null
1e-09,0.1,1.0000000000000002e-10,0,15,0.3937161196600275,null
1e-09,0.1,1.0000000000000002e-10,0,16,0.37097384718882753,null
1e-09,0.1,1.0000000000000002e-10,0,17,0.6159916145694762,null
1e-09,0.1,1.0000000000000002e-10,0,19,0.47747647933063825,null
1e-09,0.1,1.0000000000000002e-10,0,20,0.5402316116189958,null
1e-09,0.1,1.0000000000000002e-10,0,21,0.5450302225354449,null
1e-09,0.1,1.0000000000000002e-10,0,22,0.7395575080917007,null
1e-09,0.1,1.0000000000000002e-10,0,23,0.4619589498635581,null
1e-09,0.1,1.0000000000000002e-10,0,24,0.7009028191080943,null
1e-09,0.1,1.0000000000000002e-10,0,25,0.6880753087541271,null
